state,county,air_connectivity,rail_intensity,infrastructure_quality,dock_presence,county_fips,community_resilience_value,community_risk_factor_value,cold_wave_risk_index_value,drought_risk_index_value,earthquake_risk_index_value,hail_risk_index_value,heat_wave_risk_index_value,hurricane_risk_index_value,ice_storm_risk_index_value,landslide_risk_index_value,lightning_risk_index_value,riverine_flooding_risk_index_value,strong_wind_risk_index_value,tornado_risk_index_value,wildfire_risk_index_value,winter_weather_risk_index_value,wage_trade_transport_utilities,wage_information,wage_prof_business,has_policy_signal,policy_direction_score
Connecticut,Capitol Planning Region,0.9932517730102832,4.718498871295094,0.6154929577464788,0.0,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Fairfield County,,,,,09001,2.66206407546997,1.00102005144001,104968.166810307,37257.6980183438,2353739.43686223,19821.6576262151,732694.602697265,76862357.7351101,2283870.60494591,172295.750771195,1339595.97977056,1654182.40032169,7093217.25652321,3158212.08451202,29837.8888777538,327683.927888704,1432.0,3478.0,2673.0,,
Connecticut,Greater Bridgeport Planning Region,0.9162907318741552,2.995732273553991,0.5827205882352942,1.0,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Hartford County,,,,,09003,2.68987703323364,1.05557870428933,254578.780840389,2446851.72862968,2452217.65218421,121084.102021156,1133294.18057792,34581830.3086118,527075.230407433,157144.878929532,924331.607947743,1286921.92281813,1215067.64953033,7571275.13766984,55686.7375629144,27131.0060151995,1126.0,2771.0,1908.0,,
Connecticut,Litchfield County,,,,,09005,2.719477891922,0.940524063582723,72264.18672962,343581.119658463,224250.443212738,11166.4903755409,18689.7890462042,17612883.5608868,703814.736240971,141695.672446541,258133.922117175,1380390.66469748,804049.075457353,1594451.34649491,28250.1709930468,38447.2826935156,1008.0,1830.0,1474.0,,
Connecticut,Lower Connecticut River Valley Planning Region,0.0,3.871201010907891,0.6470588235294118,0.0,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Middlesex County,,,,,09007,2.78896999359131,0.953003593494786,20310.5904790147,448395.082461113,266487.313039352,19725.2031546224,23191.861931347,12153194.0814322,437724.024631863,150709.196348114,490238.070908839,956065.847981492,674436.968417672,930320.572260166,13221.4550245479,58324.0924942657,1054.0,2023.0,1587.0,,
Connecticut,Middletown County,,,,,0<NA>,,,,,,,,,,,,,,,,,,,,1.0,0.0
Connecticut,Naugatuck Valley Planning Region,0.9162907318741552,4.04305126783455,0.6185031185031185,0.0,,,,,,,,,,,,,,,,,,,,,,
Connecticut,New Haven County,,,,,09009,2.72434496879578,1.07005179731255,111166.471786616,757223.611891781,2017646.39139223,39081.8206359116,141225.063651445,65278562.7045787,671350.966012805,166927.981356204,1539075.78783786,1168364.64422481,1418876.2157165,5201158.91782608,24401.5124288374,114253.103310616,1113.0,2153.0,1798.0,,
Connecticut,New London County,,,,,09011,2.75566601753235,1.00353887704381,35094.7470900551,288522.960339389,537815.121180639,25897.6755319533,32741.6753711623,25248483.8884859,609712.466650354,163506.552544004,842330.412857732,2394912.17263301,688323.134028543,1295489.03503012,25276.1072095658,60792.04376506,1136.0,1600.0,1892.0,,
Connecticut,Northeastern Connecticut Planning Region,0.5306282510621704,3.5553480614894135,0.601145038167939,0.0,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Northwest Hills Planning Region,0.0,3.688879454113936,0.615727002967359,0.0,,,,,,,,,,,,,,,,,,,,,,
Connecticut,South Central Connecticut Planning Region,0.5306282510621704,4.477336814478207,0.6400343642611683,0.0,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Southeastern Connecticut Planning Region,0.9932517730102832,4.653960350157523,0.6073903002309469,0.0,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Tolland County,,,,,09013,2.70364308357239,0.891235245937927,19357.6790945432,528203.165164197,268748.565793071,21338.3151154587,23787.2071231554,7526485.27010098,579683.029947618,110899.663271783,152073.967593678,362464.849233289,347026.423929481,894769.885814733,18735.5306833662,41269.4421758449,983.0,2480.0,1419.0,,
Connecticut,Unknown Or Undefined,,,,,,,,,,,,,,,,,,,,,,3318.0,3055.0,2326.0,,
Connecticut,Western Connecticut Planning Region,0.6931471805599453,4.553876891600541,0.5973154362416108,0.0,,,,,,,,,,,,,,,,,,,,,,
Connecticut,Windham County,,,,,09015,2.6628520488739,1.10454657562379,18328.4334114786,105340.577320272,242090.044384659,17986.7218483835,20639.0379311603,9268529.11940465,482891.634270035,138387.438978122,123065.337988758,415415.611196414,102926.094022146,799667.167401864,14495.6269710439,34019.7106111547,939.0,1940.0,1251.0,,
Delaware,Kent County,0.5306282510621704,3.784189633918261,0.7708333333333334,0.0,10001,2.6845850944519,1.25210845976625,0.0,160785.677929025,561630.017315746,306757.92766568,1833117.89081363,16145133.1382687,201492.758528562,27827.4220218255,515039.136482621,880041.380067126,478983.928468171,2769986.61428669,376735.703622733,354114.277877249,859.0,1351.0,1281.0,,
Delaware,New Castle County,1.0986122886681098,4.844187086458591,0.6698292220113852,0.0,10003,2.72795796394348,1.06032709614807,0.0,270986.088654889,1769847.46347193,169939.495296486,4813867.72835574,20890520.1894479,408753.238655148,118301.746825394,514514.334755077,5586828.70625222,1927886.08212094,6188578.44961677,218958.140261937,2037035.51555791,1033.0,1860.0,2050.0,,
Delaware,Sussex County,0.6931471805599453,4.418840607796598,0.6928104575163399,0.0,10005,2.6211268901825,1.01262550705058,0.0,88246.3407345745,502048.165048536,67160.3985005546,3139708.66413673,40174122.9593615,285909.095945396,20457.8215992511,505487.649956184,1054822.54404974,409345.113668509,1617858.34129669,1377397.6849724,661584.476729676,870.0,1998.0,1277.0,,
Delaware,Unknown Or Undefined,,,,,,,,,,,,,,,,,,,,,,2584.0,2776.0,1758.0,,
District of Columbia,District of Columbia,0.0,3.4011973816621555,0.6634241245136187,0.0,,,,,,,,,,,,,,,,,,1565.0,3547.0,2833.0,,
District of Columbia,District of Columbia nan,,,,,11001,2.69130611419678,1.06292458752562,120721.850446001,0.0,10339853.408837,101659.36528923,5110893.95982322,13637088.0215572,50833.7945384971,204067.028440924,716693.42626084,9528972.307892,5800972.70221811,7423424.94088531,33932.7518355592,369428.752867452,,,,,
District of Columbia,Unknown Or Undef.,,,,,,,,,,,,,,,,,,,,,,0.0,,3859.0,,
Florida,Alachua County,1.0986122886681098,4.442651256490317,0.7565217391304347,0.0,12001,2.69064092636108,1.12786044658824,86252.640278574,23365.3558550118,557423.07267306,204696.113515517,0.0,51447701.5850659,,141518.012718495,422776.352186276,2571516.64737933,286103.051470073,7675167.44473934,12660546.4572422,0.0,916.0,1689.0,1311.0,,
Florida,Baker County,0.0,3.713572066704308,0.5913978494623656,0.0,12003,2.64998698234558,1.21304274377245,15590.6153250315,506.341113675529,107762.370114714,29949.7290555875,0.0,3392572.96531674,,26455.5989310605,214721.886014715,123697.453308934,63873.9321290019,657318.653566892,1082154.34401926,4231.1671371865,772.0,799.0,827.0,,
Florida,Bay County,0.0,3.7612001156935624,0.6038461538461538,1.0,12005,2.5232629776001,1.24109821887258,0.0,26001.5327250444,360553.226649734,94549.9360971045,101782.55833571,166683817.400784,,29214.2249468237,3391011.54948596,7486553.90973526,318097.489303684,11565947.2202456,545609.577027847,42309.4313240465,833.0,1131.0,1172.0,,
Florida,Bradford County,0.5306282510621704,3.7612001156935624,0.7066666666666667,0.0,12007,2.51065301895142,1.43947489334227,12552.4646911647,1172.78264042831,97190.7596670603,35065.1022128877,0.0,8863214.34306364,,28779.2458593866,182886.527924435,374326.719197943,98803.8464391205,1063385.37576003,1274779.48149992,0.0,950.0,920.0,987.0,,
Florida,Brevard County,1.8562979903656265,4.718498871295094,0.7530120481927711,1.0,12009,2.63588905334473,1.08442496374493,3303624.00838263,413153.310657566,438984.594888963,18025.4875900773,0.0,399471494.924667,,25123.0570083961,4077043.04728471,4149275.10823414,1454843.18489633,12186568.8176447,18373164.8984001,0.0,956.0,1991.0,1513.0,,
Florida,Broward County,2.302585092994046,3.951243718581427,0.8367346938775511,1.0,12011,2.57595491409302,1.26422642726342,371211.621863618,135445.667042872,378134.359179656,747693.237128623,0.0,1133558563.32117,,144995.36309805,16893859.4340272,7005286.14230105,286234.944873577,15083498.4341998,17897779.8607353,0.0,1239.0,2345.0,1617.0,,
Florida,Calhoun County,0.5306282510621704,0.0,0.6122448979591837,0.0,12013,2.43897795677185,1.30797357920655,0.0,260383.759656098,35528.9204642004,10611.2729593483,55775.1615738922,7519952.34361097,,25763.875631591,63084.6151600143,1844842.0903464,126164.07900688,1270281.76550699,205920.129612222,8390.56992116729,643.0,0.0,790.0,,
Florida,Charlotte County,0.0,3.258096538021482,0.8317535545023697,0.0,12015,2.43008303642273,1.19823915486899,11149.0295096581,285518.889749415,53941.8909220951,4925.53056932558,0.0,130959374.92529,,25152.9915649667,2579654.69957653,4871159.42380911,59739.0711911721,1487772.77150939,4332670.46843523,0.0,815.0,1168.0,1356.0,,
Florida,Citrus County,0.9932517730102832,2.9444389791664403,0.8490566037735849,0.0,12017,2.39359092712402,1.18847567300528,37326.482205584,2702.3337981424,145225.270602921,14718.169727917,0.0,108556205.890735,,27492.7127031146,1370448.76245887,3106267.55477593,174359.098146918,4782932.593367,2623467.42515332,0.0,863.0,1088.0,1147.0,,
Florida,Clay County,0.0,3.713572066704308,0.7222222222222222,0.0,12019,2.62757301330566,1.06207460930933,25789.14094323,734.302330948621,660429.902770101,215466.308369056,0.0,28200120.3105086,,23462.7120559012,477885.815566756,1613934.97503066,39279.7489732111,5599869.34659945,1726253.14947583,0.0,897.0,1792.0,1172.0,,
Florida,Collier County,1.5686159179138452,1.0986122886681098,0.8567567567567568,0.0,12021,2.47406101226807,1.0810400464933,592982.783410809,1630447.08384167,90476.5548148078,75721.579005244,0.0,300875804.630233,,17319.3724862585,5144925.63033897,7067609.62327637,95029.2043553958,2379637.43867132,14321360.9449481,0.0,1160.0,2132.0,1540.0,,
Florida,Columbia County,0.6931471805599453,3.610917912644224,0.75,0.0,12023,2.52470588684082,1.44324703245865,51415.4785624865,4535.8641927692,285599.63699451,72973.3879733608,0.0,18896753.2600831,,187785.612690469,1170706.17207784,699188.358328369,261186.920195471,2229191.21551004,3106363.67156091,27565.6616206056,884.0,955.0,1085.0,,
Florida,DeSoto County,0.5306282510621704,3.218875824868201,0.6666666666666666,0.0,12027,2.27078104019165,1.64972790946106,501889.093513058,1672396.07438798,18001.4707247997,7845.22941364163,0.0,40211838.2513212,,0.0,632057.271480151,900842.706666935,170988.552168269,1476396.11093675,1363898.3052157,0.0,877.0,599.0,957.0,,
Florida,Dixie County,0.3364722366212129,0.0,0.6818181818181818,0.0,12029,2.31445288658142,1.44446921035147,0.0,2438.91239101384,33065.6798733672,10238.4395360632,0.0629732922982153,6393172.08402658,,139.166970211325,181505.193813953,1906868.20865355,63265.174991072,402925.626229782,510147.81413485,0.0175558877532266,645.0,893.0,847.0,,
Florida,Duval County,1.5040773967762742,5.117993812416755,0.809265944645006,1.0,12031,2.66352510452271,1.18668925459015,226703.786740131,1874.49718544084,5377939.4043529,17251.1818553291,0.0,172490510.16102,16823.1459812057,25612.228410325,4285735.16671998,22381417.2718996,523266.097809053,8567569.86442733,2847153.71474958,1.03197116726447,1088.0,2471.0,1529.0,,
Florida,Escambia County,0.0,4.6913478822291435,0.704,0.0,12033,2.57976198196411,1.198235246802,0.0,197389.591722328,954738.259944324,165219.098198487,463806.231931882,197870144.531414,2847.37819435705,24511.7927393151,5587035.60891003,9344475.19955626,218245.736109381,2629242.33574479,1031993.04656847,134359.360153222,968.0,1473.0,1198.0,,
Florida,Flagler County,0.6931471805599453,3.218875824868201,0.7761904761904762,0.0,12035,2.52997493743896,1.13706469874331,23377.9689820805,3336.15618997041,247690.394613365,4328.74437975707,0.0,27831519.7391882,,23137.6044263782,570027.475580406,1137280.67010426,37363.7490577279,3540525.09369714,2580546.101545,0.0,830.0,1180.0,1242.0,,
Florida,Franklin County,0.5306282510621704,0.0,0.3255813953488372,0.0,12037,2.51134300231934,1.36780000279172,0.0,0.0,24865.8048471008,5702.15580763941,63850.898888604,9820658.89124522,,0.0,75616.5628347668,906580.943566436,52256.7808071992,519134.588804465,486928.075300079,6409.40895459836,632.0,844.0,1328.0,,
Florida,Gadsden County,0.5306282510621704,4.2626798770413155,0.5619834710743802,0.0,12039,2.5284628868103,1.49571705179308,0.0,1149714.6956125,114581.059543169,44582.6811215126,238798.291599309,11804457.9254209,,32894.5280390182,766604.986069644,1252262.1189061,85512.1281143338,3813458.82002829,809597.17934344,28547.2562461083,905.0,1109.0,1037.0,,
Florida,Gilchrist County,0.0,0.0,0.65,0.0,12041,2.44395589828491,1.408145143501,64222.9759439814,10285.37034513,41255.3972153696,13895.7947728946,0.0,4263831.3503335,,0.0,174067.460555341,78049.442239084,71906.5030491454,488076.962353777,927427.015414475,3044.03020133529,845.0,1326.0,854.0,,
Florida,Glades County,0.0,3.49650756146648,0.7033898305084746,0.0,12043,2.2311270236969,1.64174703274302,153059.274586139,888384.647923825,6604.18850133694,1409.03095838659,0.0,10497085.2176857,,6600.85920528155,321776.437498938,452921.669007308,62892.4603130692,213627.371101132,2825940.38445302,0.0,1012.0,0.0,1112.0,,
Florida,Gulf County,0.0,0.0,0.532258064516129,0.0,12045,2.56954288482666,1.20612928311373,0.0,1652.27038563046,26800.183438202,5955.48839378761,64028.4316448953,14055127.1409974,,5872.10266221173,303774.49104458,857545.816693342,72261.3915347454,654890.360314186,386911.043149538,6570.44419882809,868.0,1711.0,1238.0,,
Florida,Hamilton County,0.0,3.610917912644224,0.6666666666666666,0.0,12047,2.34536600112915,1.56156435297981,57689.0831978267,7681.80918363796,93203.8087370842,14035.5554938022,0.0,8627449.48324998,,31772.308831238,188233.658378469,181904.743189018,89254.0391928659,535659.292431966,388927.003973328,7820.56409765267,785.0,0.0,1201.0,,
Florida,Hardee County,0.5306282510621704,3.1354942159291497,0.7,0.0,12049,2.34580588340759,1.55150025599855,148740.749266942,1569944.34631021,14830.3760403367,4999.61237260018,0.0,14995376.9736224,,131.8484406648,211599.379997183,707129.163476248,306687.467360126,1249100.99457129,1174617.65936083,0.0,957.0,0.0,867.0,,
Florida,Hendry County,0.9932517730102832,2.3978952727983707,0.8160919540229885,0.0,12051,2.25486707687378,1.88738571707688,764027.162718652,4524273.06451105,18442.0608606,5330.23711001252,0.0,35076384.4963421,,2524.25350827603,1416522.97087679,333082.742823749,194692.24572405,718874.229021928,7692808.75664876,0.0,695.0,966.0,1289.0,,
Florida,Hernando County,0.9162907318741552,3.295836866004329,0.9166666666666666,0.0,12053,2.41157388687134,1.28687675464775,50287.6046291648,4216.22654084757,149274.670724248,8889.13935618483,0.0,97805731.4153634,,29541.4253961732,430426.914637459,1822374.60566187,334369.127797773,7858840.20339143,1719189.42144796,0.0,779.0,1215.0,940.0,,
Florida,Highlands County,0.9932517730102832,4.330733340286331,0.7301587301587301,0.0,12055,2.36773204803467,1.34929312303425,577055.852855356,1792475.99805373,57204.1149617846,12693.6552490896,0.0,34384478.4169989,,32069.9702356617,1246418.41361923,934579.34342108,669019.976884228,3248091.55719829,3676919.36882495,0.0,799.0,1832.0,914.0,,
Florida,Hillsborough County,2.1633230256605382,5.19295685089021,0.8428571428571429,1.0,12057,2.56027507781982,1.23164078847203,1031038.95040386,5044080.20346682,757537.809678785,283853.003190755,0.0,542216706.444409,,147891.348090957,12803053.9723781,1656425.94309171,494962.144557845,83908850.60074,7832344.73900703,0.0,1157.0,2181.0,1694.0,,
Florida,Holmes County,0.5306282510621704,3.1780538303479458,0.5641025641025641,0.0,12059,2.41864895820618,1.46323530694809,0.0,137671.697601476,79428.7640613691,17792.4504090323,8851.02982230573,19288371.6513631,306.691616614952,29202.7957731657,392076.565783173,2877361.1037369,73332.2930825887,1514218.8381525,28086.2661998404,10867.6275634451,787.0,0.0,889.0,,
Florida,Indian River County,1.308332819650179,3.091042453358316,0.8666666666666667,0.0,12061,2.59609293937683,1.06786921092485,1014173.38599012,1612929.87257678,76993.9645005097,18614.3316966946,0.0,152246279.695022,,25556.5150302654,1136581.50926828,2215440.51791406,677676.959843804,2156591.95238115,2570276.50133571,0.0,912.0,1624.0,1295.0,,
Florida,Jackson County,0.5306282510621704,4.2626798770413155,0.5684931506849316,0.0,12063,2.478276014328,1.43631766236966,0.0,1164949.94254394,195500.80754975,33103.1547249091,192842.201713175,22442515.5052316,871.623567317293,31583.1535633628,121911.59702117,1912946.97380616,362889.019585207,1561703.74779566,97868.1404689749,29550.0446488101,812.0,1231.0,1076.0,,
Florida,Jefferson County,0.0,2.995732273553991,0.6357142857142857,0.0,12065,2.50469899177551,1.20103319560441,0.0,70414.4729987642,33304.0541189244,10091.5803871831,31920.8202790443,4116432.43915377,,24792.2267202299,189886.989279267,433595.08040194,84514.570427919,969878.555023197,266178.480997679,12405.7476218498,935.0,0.0,789.0,,
Florida,Lafayette County,0.0,0.0,0.7142857142857143,0.0,12067,2.41832089424133,1.45847132113839,0.0,4414.27682085939,25530.1014269732,6336.6372553043,0.0,4749362.1758703,,32997.7191129351,91972.9742087816,1114542.62168184,41192.8140546818,256488.407632236,288467.190158759,1816.13031190411,984.0,0.0,889.0,,
Florida,Lake County,0.9932517730102832,3.4011973816621555,0.8362831858407079,0.0,12069,2.5907781124115,1.17306572082906,406055.572577469,49714.5115881006,337326.836227495,21404.7895617538,0.0,64345632.3534791,,189528.898685427,2193032.64086082,643635.473512322,2350425.90199673,18631808.072806,13327393.1330422,0.0,828.0,1815.0,1133.0,,
Florida,Lee County,0.9162907318741552,3.610917912644224,0.8734015345268542,0.0,12071,2.41047692298889,1.10260511234812,138384.383341978,543036.98580133,185016.627522967,237737.568314369,0.0,430590607.515389,,22861.6898539874,12331003.3825521,34141445.839974,52315.5048197811,4745182.66950157,11147000.1501229,0.0,972.0,1574.0,1414.0,,
Florida,Leon County,1.0986122886681098,3.5553480614894135,0.6575757575757576,0.0,12073,2.69141602516174,1.10247021348546,0.0,32169.9942160429,472482.43168834,161841.072873668,1180313.81827337,60321962.2090085,,130872.797033639,334959.184882402,3949918.14714272,663982.696422645,17803865.4399866,3975761.66295147,93635.519395106,890.0,1526.0,1576.0,,
Florida,Levy County,0.8754687373538999,2.995732273553991,0.684931506849315,0.0,12075,2.40336799621582,1.46001998343131,191727.719518659,17309.3560596637,76493.9456622671,37466.13175017,0.0,18690913.1737462,,11089.9321619701,759865.524298565,291973.814042345,141097.090041348,1260416.21618752,2099279.68733969,0.0,695.0,1752.0,962.0,,
Florida,Liberty County,0.0,2.4849066497880004,0.525974025974026,0.0,12077,2.48735499382019,1.29010398864635,0.0,2041.81884181827,16467.7225296712,3949.09687318971,20213.7953511453,3352557.56196294,,29688.1034215958,133450.070806088,364316.611793075,46504.7313974499,435855.201639528,397609.514162967,3684.67510724069,561.0,0.0,919.0,,
Florida,Madison County,0.0,4.127134385045092,0.6916666666666667,0.0,12079,2.42600989341736,1.47586701284612,0.0,6552.77242839078,76028.7223450421,16815.7228607672,48755.2524532921,9553681.6674598,,31359.9928301391,275276.625949422,1114940.90045828,89624.624700898,713625.963655793,143716.399868499,12911.6735031668,823.0,775.0,759.0,,
Florida,Manatee County,0.0,3.218875824868201,0.7716535433070866,0.0,12081,2.49343800544739,1.15872808281906,1393636.75034602,2732634.6489699,143907.966656672,215818.63734998,0.0,234673232.192415,,7875.02351305136,3982643.55142057,1465100.85500976,247260.743140189,21813789.1717261,1897200.70529129,0.0,947.0,1797.0,1506.0,,
Florida,Marion County,1.1631508098056809,4.3694478524670215,0.75,0.0,12083,2.47332906723022,1.29456744405433,383649.862789008,14401.0049788659,567755.477288247,436731.630273334,0.0,89510327.0576466,,158231.807150616,1841441.07240997,3743248.75966126,583810.537943811,16497717.5844538,19699183.6565307,0.0,887.0,1522.0,1020.0,,
Florida,Martin County,0.9162907318741552,4.31748811353631,0.8604651162790697,0.0,12085,2.56170701980591,1.10320882795504,906844.853289221,1030590.9110885,49921.0621391272,23928.4210323949,0.0,131705589.682897,,23156.6272427259,1581348.8504183,717826.863393618,618667.085379979,2357186.41820315,2712149.06391079,0.0,976.0,1714.0,1151.0,,
Florida,Miami-Dade County,2.2082744135228043,4.718498871295094,0.8240302743614002,1.0,12086,2.54596400260925,1.35603350718131,1438204.32862508,3014627.81781308,358866.616165361,27059.9956737246,0.0,1133826280.63469,,146731.567308747,12198989.6864436,102694999.365313,429982.696757127,29656452.5482578,15873769.8893301,0.0,1276.0,2548.0,1786.0,,
Florida,Monroe County,0.5306282510621704,0.0,0.635,0.0,12087,2.50932908058167,1.25711401514541,7.9190508710227,0.0,2522.43348942831,4821.09218784584,0.0,115539473.561088,,26788.1569213066,220187.152586888,5055052.44423785,83763.3144600636,373483.148787976,78217.9752332313,0.0,947.0,1750.0,1476.0,,
Florida,Nassau County,0.8754687373538999,4.382026634673881,0.7307692307692307,0.0,12089,2.6773509979248,1.01792177068948,18347.1735055422,155.466566138566,511363.894963906,68910.8542899554,5.18082200923767,18481068.7644605,22114.4035754081,22639.591316047,300314.557450907,598896.002806419,143024.264768157,1488283.81876113,2262461.96914875,3051.92817032257,783.0,1383.0,1489.0,,
Florida,Okaloosa County,1.252762968495368,3.295836866004329,0.6628440366972477,0.0,12091,2.57758188247681,1.14305324116229,0.0,53500.091761857,439932.5403398,87132.518311918,254968.173848241,166595324.719063,5881.9013018486,24560.3769162457,5008580.2749114,941281.837320514,497659.131272823,11423329.3149988,844890.818669565,69217.904012359,902.0,2313.0,1603.0,,
Florida,Okeechobee County,0.6931471805599453,3.295836866004329,0.7313432835820896,0.0,12093,2.32475996017456,1.47613406144499,686523.098847535,440800.712418694,21725.4484470133,5010.06030068358,0.0,26590863.113658,,24990.2088689866,731667.718016764,615173.809149463,1032688.32581204,808546.099017718,3463141.3199115,0.0,791.0,955.0,896.0,,
Florida,Orange County,2.0149030205422647,4.74493212836325,0.8774011299435028,0.0,12095,2.57246088981628,1.21039633696075,2257170.42504925,1940601.74785376,1588537.54254908,28684.0144502434,0.0,211501591.462237,,157098.284843918,7453326.56130162,2573293.45538955,3168925.39554562,50366216.5477863,23639437.9532656,0.0,1147.0,1852.0,1556.0,,
Florida,Osceola County,0.9162907318741552,2.833213344056216,0.8117647058823529,0.0,12097,2.54058003425598,1.31107797940644,2600046.66974197,374331.662261404,286001.471236355,62716.6127527878,0.0,62896953.0833326,,28233.105894064,398062.948315805,5617188.1232291,4998365.00436021,12751395.4358429,9834636.01776209,0.0,737.0,1601.0,1249.0,,
Florida,Palm Beach County,1.62924053973028,5.262690188904886,0.8967213114754098,0.0,12099,2.49244904518127,1.17597850768207,877435.103345314,8464024.91521971,336727.82319595,91001.4490630661,0.0,1017083783.97664,,138000.315470291,10554219.1523175,10260818.3694159,837208.843204409,8871578.31078475,6982966.88241533,0.0,1160.0,2089.0,1940.0,1.0,0.0
Florida,Pasco County,0.6931471805599453,3.8918202981106265,0.9006622516556292,0.0,12101,2.43841791152954,1.2674251628742,2010079.06200353,181291.646994491,361339.885098433,82116.9706285749,0.0,308224510.886541,,28228.400369713,3749303.52725737,1846608.32868966,116425.372304257,30181817.5603922,7030437.22506397,0.0,864.0,1729.0,1291.0,,
Florida,Pinellas County,0.9932517730102832,3.4339872044851463,0.8091954022988506,1.0,12103,2.43066596984863,1.25830921250747,433448.653678759,13312.5010163446,411873.528553472,27593.3150909228,0.0,360889681.855361,,26445.8649782367,8048167.04727226,733040.284256044,121286.010524308,36914298.1696161,187486.299325374,0.0,1002.0,1643.0,1499.0,,
Florida,Polk County,1.6486586255873816,5.484796933490655,0.7763888888888889,0.0,12105,2.51888298988342,1.3455893113557,2783071.70885472,2730471.47900716,420562.677974116,268964.177562394,0.0,162445012.971771,,28811.4462104318,10423142.0333407,11118096.7540974,9485324.7988657,11448123.7951397,19004004.9108942,0.0,949.0,1177.0,1135.0,,
Florida,Putnam County,0.6931471805599453,3.912023005428146,0.7123287671232876,0.0,12107,2.44441699981689,1.56591096338148,44932.0049310637,8557.61354542737,186647.061568027,5206.66120325336,0.0,35350153.3620541,,34232.4596148194,556351.103931491,936056.01146712,341558.450272469,3538618.42578029,4358415.07281604,0.0,829.0,1468.0,1067.0,,
Florida,Santa Rosa County,0.6931471805599453,3.4011973816621555,0.6197916666666666,0.0,12113,2.61082196235657,1.10426012648434,0.0,308627.686450531,286122.654089948,145404.329075492,231576.66096251,90663959.4968657,3305.66593814043,23722.9368715501,3367614.36838823,3530616.86213606,159453.247800845,8533556.89119059,1515379.37278532,63629.3204093115,779.0,1169.0,1248.0,,
Florida,Sarasota County,0.6931471805599453,2.772588722239781,0.785234899328859,0.0,12115,2.41092491149902,1.05850881319739,1297280.65609118,122256.71545426,144939.204123015,19846.7012488484,0.0,253701570.806771,,26528.3483514706,2769592.42889792,351989.572820292,238164.654635797,6615171.00172908,2712676.33966084,0.0,991.0,2724.0,1487.0,,
Florida,Seminole County,0.0,3.332204510175204,0.9096045197740112,0.0,12117,2.65411710739136,1.08000120281171,3006288.80652951,134390.100547714,489240.454493656,33772.007546768,0.0,72415426.1755939,,25166.3594636175,1845170.40157103,185589.744037647,2757032.81256952,24913320.3030486,5094078.12493395,0.0,1103.0,1941.0,1440.0,,
Florida,St. Johns County,0.9162907318741552,3.737669618283368,0.7978723404255319,0.0,12109,2.72180604934692,0.919385112779594,64326.1906490801,13407.92916601,814792.087926759,9214.65811743967,0.0,55718950.8743883,,18807.7380731773,1554691.43300504,5877914.58798396,111656.191612781,6384590.51386542,4326457.72659252,0.0,1025.0,2463.0,1443.0,,
Florida,St. Lucie County,0.6931471805599453,3.8501476017100584,0.8609271523178808,0.0,12111,2.58329510688782,1.23785691545821,2095710.52343326,1364788.5949538,129305.66209725,18698.6216474819,0.0,233376262.151285,,24047.3796425214,340609.748410059,5513125.2809445,794130.296591525,4394488.77211153,1674864.52766011,0.0,906.0,1480.0,1051.0,,
Florida,Sumter County,0.0,3.4339872044851463,0.84375,0.0,12119,2.55241298675537,0.986996991244781,29518.5925259295,6132.71848293231,120265.595756424,14853.9319638756,0.0,29504601.879124,,20260.5900472175,950006.086638338,287374.453040681,402826.413884322,4727511.02641616,3787360.42075159,0.0,855.0,1202.0,1474.0,,
Florida,Suwannee County,0.5306282510621704,3.258096538021482,0.7432432432432432,0.0,12121,2.37218594551086,1.39790555445627,182223.915152009,11818.4598674886,158839.736492828,32123.9168536418,0.0,18769074.9248407,,31846.1163005902,125559.557821297,522970.782337587,138409.28113652,1315069.62889661,1538453.82860202,16824.1859016328,797.0,1243.0,850.0,,
Florida,Taylor County,0.3364722366212129,3.044522437723423,0.6166666666666667,0.0,12123,2.45362210273743,1.28829483981911,0.0,247.183861263983,65283.5316880058,12007.5800588586,3886.078323459,11595483.182571,,5864.72731479599,283833.210829089,1225194.26660624,79893.9057897763,566867.318717414,406360.656809408,5527.47412774635,751.0,1051.0,958.0,,
Florida,Union County,0.0,0.0,0.6071428571428571,0.0,12125,2.51057195663452,1.27601694883079,6906.68365395762,1176.8311291668,38328.3792578813,17380.4670439433,0.0,3497801.71888443,,28195.9887681085,144579.240869371,54704.3552078117,63428.5345840849,486478.259930763,775202.665590246,2295.14769217454,888.0,0.0,1184.0,,
Florida,Unknown Or Undefined,,,,,,,,,,,,,,,,,,,,,,2400.0,2651.0,1846.0,,
Florida,Volusia County,1.791759469228055,4.48863636973214,0.7836134453781513,0.0,12127,2.58008909225464,1.18621594453567,1353263.67044918,37844.5185748309,899512.875418966,25417.819976804,0.0,135177523.043561,,27224.451550371,4337238.4176688,8471743.46493907,691383.468988823,24672939.0434926,12539741.7843074,0.0,832.0,1607.0,1199.0,,
