county_fips,county_name,state,num_datacenters
18087,LaGrange County,Indiana,0.0
18089,Lake County,Indiana,9.868080094228503
18091,LaPorte County,Indiana,1.7191011235955056
18093,Lawrence County,Indiana,0.0
18095,Madison County,Indiana,0.0
18097,Marion County,Indiana,19.490899831979853
18099,Marshall County,Indiana,0.0
18101,Martin County,Indiana,0.0
18103,Miami County,Indiana,0.0
18105,Monroe County,Indiana,0.0009560229445506
18107,Montgomery County,Indiana,0.0
18109,Morgan County,Indiana,2.2848255386702063
18111,Newton County,Indiana,0.0
18113,Noble County,Indiana,0.0
18115,Ohio County,Indiana,0.0
18117,Orange County,Indiana,0.0
18119,Owen County,Indiana,0.0
18121,Parke County,Indiana,0.0
18123,Perry County,Indiana,0.0
18125,Pike County,Indiana,0.0
18127,Porter County,Indiana,1.1319199057714953
18129,Posey County,Indiana,0.0
18131,Pulaski County,Indiana,0.0
18133,Putnam County,Indiana,0.0
18135,Randolph County,Indiana,0.0
18137,Ripley County,Indiana,0.0
18139,Rush County,Indiana,0.0
18141,St. Joseph County,Indiana,12.274738712133448
18143,Scott County,Indiana,0.0
18145,Shelby County,Indiana,1.0
18147,Spencer County,Indiana,0.0
18149,Starke County,Indiana,0.0
18151,Steuben County,Indiana,0.0
18153,Sullivan County,Indiana,0.0
18155,Switzerland County,Indiana,0.0
18157,Tippecanoe County,Indiana,2.0
18159,Tipton County,Indiana,0.0
18161,Union County,Indiana,0.0
18163,Vanderburgh County,Indiana,2.0
18165,Vermillion County,Indiana,0.0
18167,Vigo County,Indiana,0.0
18169,Wabash County,Indiana,0.0
18171,Warren County,Indiana,0.0
18173,Warrick County,Indiana,0.0
18175,Washington County,Indiana,0.0
18177,Wayne County,Indiana,0.0
18179,Wells County,Indiana,0.0
18181,White County,Indiana,0.0
18183,Whitley County,Indiana,0.0
19001,Adair County,Iowa,0.8235294117647058
19003,Adams County,Iowa,0.0
19005,Allamakee County,Iowa,0.0
19007,Appanoose County,Iowa,0.0
19009,Audubon County,Iowa,0.0
19011,Benton County,Iowa,0.0
19013,Black Hawk County,Iowa,2.096652227491691
19015,Boone County,Iowa,0.0
19017,Bremer County,Iowa,0.0
19019,Buchanan County,Iowa,0.9016393442622952
19021,Buena Vista County,Iowa,0.0
19023,Butler County,Iowa,0.0
19025,Calhoun County,Iowa,0.0
19027,Carroll County,Iowa,0.0
19029,Cass County,Iowa,0.0
19031,Cedar County,Iowa,0.0
19033,Cerro Gordo County,Iowa,0.0
19035,Cherokee County,Iowa,0.0
19037,Chickasaw County,Iowa,0.0
19039,Clarke County,Iowa,0.0
19041,Clay County,Iowa,0.0
19043,Clayton County,Iowa,0.0
19045,Clinton County,Iowa,0.0
19047,Crawford County,Iowa,0.0
19049,Dallas County,Iowa,26.84469616785481
19051,Davis County,Iowa,0.0
19053,Decatur County,Iowa,0.0
19055,Delaware County,Iowa,0.0
19057,Des Moines County,Iowa,0.0
19059,Dickinson County,Iowa,1.0
19061,Dubuque County,Iowa,0.0
19063,Emmet County,Iowa,0.0
19065,Fayette County,Iowa,0.0
19067,Floyd County,Iowa,0.0
19069,Franklin County,Iowa,0.0
19071,Fremont County,Iowa,0.0
19073,Greene County,Iowa,0.0
19075,Grundy County,Iowa,0.0017084282460136
19077,Guthrie County,Iowa,0.1764705882352941
19079,Hamilton County,Iowa,0.0
19081,Hancock County,Iowa,0.0
19083,Hardin County,Iowa,0.0
19085,Harrison County,Iowa,0.0
19087,Henry County,Iowa,0.0
19089,Howard County,Iowa,0.0
19091,Humboldt County,Iowa,0.0
19093,Ida County,Iowa,0.0
19095,Iowa County,Iowa,0.0
19097,Jackson County,Iowa,0.0
19099,Jasper County,Iowa,0.0
19101,Jefferson County,Iowa,0.0
19103,Johnson County,Iowa,0.0046511627906976
19105,Jones County,Iowa,1.9935275080906152
19107,Keokuk County,Iowa,0.0
19109,Kossuth County,Iowa,0.0
19111,Lee County,Iowa,0.0
19113,Linn County,Iowa,4.0018213291186875
19115,Louisa County,Iowa,0.0
19117,Lucas County,Iowa,0.0
19119,Lyon County,Iowa,0.0
19121,Madison County,Iowa,1.7450549450549446
19123,Mahaska County,Iowa,0.0
19125,Marion County,Iowa,0.0
19127,Marshall County,Iowa,0.0
19129,Mills County,Iowa,0.1657250470809791
19131,Mitchell County,Iowa,0.0
19133,Monona County,Iowa,0.0
19135,Monroe County,Iowa,0.0
19137,Montgomery County,Iowa,0.0
19139,Muscatine County,Iowa,0.0
19141,O'Brien County,Iowa,0.0
19143,Osceola County,Iowa,0.0
19145,Page County,Iowa,0.0
19147,Palo Alto County,Iowa,0.0
19149,Plymouth County,Iowa,0.0
19151,Pocahontas County,Iowa,0.0
19153,Polk County,Iowa,42.26116767784306
19155,Pottawattamie County,Iowa,12.83427495291902
19157,Poweshiek County,Iowa,0.0
19159,Ringgold County,Iowa,0.0
19161,Sac County,Iowa,0.0
19163,Scott County,Iowa,3.0
19165,Shelby County,Iowa,0.0
19167,Sioux County,Iowa,0.0
19169,Story County,Iowa,1.0
19171,Tama County,Iowa,0.0
19173,Taylor County,Iowa,0.0
19175,Union County,Iowa,0.0
19177,Van Buren County,Iowa,0.0
19179,Wapello County,Iowa,0.0
19181,Warren County,Iowa,5.149081209247184
19183,Washington County,Iowa,0.0
19185,Wayne County,Iowa,0.0
19187,Webster County,Iowa,0.0
19189,Winnebago County,Iowa,0.0
19191,Winneshiek County,Iowa,0.0
19193,Woodbury County,Iowa,1.0
19195,Worth County,Iowa,0.0
19197,Wright County,Iowa,0.0
20001,Allen County,Kansas,1.0
20003,Anderson County,Kansas,0.0
20005,Atchison County,Kansas,0.0
20007,Barber County,Kansas,0.0
20009,Barton County,Kansas,0.0
20011,Bourbon County,Kansas,0.0
20013,Brown County,Kansas,0.0
20015,Butler County,Kansas,0.0
20017,Chase County,Kansas,0.0
20019,Chautauqua County,Kansas,0.0
20021,Cherokee County,Kansas,0.0
20023,Cheyenne County,Kansas,0.0
20025,Clark County,Kansas,0.0
20027,Clay County,Kansas,0.0
20029,Cloud County,Kansas,0.0
20031,Coffey County,Kansas,0.0
20033,Comanche County,Kansas,0.0
20035,Cowley County,Kansas,0.0
20037,Crawford County,Kansas,0.0
20039,Decatur County,Kansas,0.0
20041,Dickinson County,Kansas,0.0
20043,Doniphan County,Kansas,0.0
20045,Douglas County,Kansas,1.0
20047,Edwards County,Kansas,0.0
20049,Elk County,Kansas,0.0
20051,Ellis County,Kansas,0.0
20053,Ellsworth County,Kansas,0.0
20055,Finney County,Kansas,0.0
20057,Ford County,Kansas,0.0
20059,Franklin County,Kansas,0.0
20061,Geary County,Kansas,0.0
20063,Gove County,Kansas,0.0
20065,Graham County,Kansas,0.0
20067,Grant County,Kansas,0.0
20069,Gray County,Kansas,0.0
20071,Greeley County,Kansas,0.0
20073,Greenwood County,Kansas,0.0
20075,Hamilton County,Kansas,0.0
20077,Harper County,Kansas,0.0
20079,Harvey County,Kansas,0.0
20081,Haskell County,Kansas,0.0
20083,Hodgeman County,Kansas,0.0
20085,Jackson County,Kansas,0.0
20087,Jefferson County,Kansas,0.0
20089,Jewell County,Kansas,0.0
20091,Johnson County,Kansas,14.005326231691079
20093,Kearny County,Kansas,0.0
20095,Kingman County,Kansas,0.0
20097,Kiowa County,Kansas,0.0
20099,Labette County,Kansas,0.0
20101,Lane County,Kansas,0.0
20103,Leavenworth County,Kansas,0.0
20105,Lincoln County,Kansas,0.0
20107,Linn County,Kansas,0.0
20109,Logan County,Kansas,0.0
20111,Lyon County,Kansas,0.0
20113,McPherson County,Kansas,0.0
20115,Marion County,Kansas,0.0
20117,Marshall County,Kansas,0.0
20119,Meade County,Kansas,0.0
20121,Miami County,Kansas,0.0
20123,Mitchell County,Kansas,0.0
20125,Montgomery County,Kansas,0.0
20127,Morris County,Kansas,0.0
20129,Morton County,Kansas,0.0
20131,Nemaha County,Kansas,0.0
20133,Neosho County,Kansas,0.0
20135,Ness County,Kansas,0.0
20137,Norton County,Kansas,0.0
20139,Osage County,Kansas,0.0
20141,Osborne County,Kansas,0.0
20143,Ottawa County,Kansas,0.0
20145,Pawnee County,Kansas,0.0
20147,Phillips County,Kansas,0.0
20149,Pottawatomie County,Kansas,0.0
20151,Pratt County,Kansas,0.0
20153,Rawlins County,Kansas,0.0
20155,Reno County,Kansas,0.0
20157,Republic County,Kansas,0.0
20159,Rice County,Kansas,0.0
20161,Riley County,Kansas,0.0
20163,Rooks County,Kansas,0.0
20165,Rush County,Kansas,0.0
20167,Russell County,Kansas,0.0
20169,Saline County,Kansas,0.0
20171,Scott County,Kansas,0.0
20173,Sedgwick County,Kansas,1.0
20175,Seward County,Kansas,0.0
20177,Shawnee County,Kansas,1.0
20179,Sheridan County,Kansas,0.0
20181,Sherman County,Kansas,0.0
20183,Smith County,Kansas,0.0
20185,Stafford County,Kansas,0.0
20187,Stanton County,Kansas,0.0
20189,Stevens County,Kansas,0.0
20191,Sumner County,Kansas,0.0
20193,Thomas County,Kansas,0.0
20195,Trego County,Kansas,0.0
20197,Wabaunsee County,Kansas,0.0
20199,Wallace County,Kansas,0.0
20201,Washington County,Kansas,0.0
20203,Wichita County,Kansas,0.0
20205,Wilson County,Kansas,0.0
20207,Woodson County,Kansas,0.0
20209,Wyandotte County,Kansas,2.9946737683089215
21001,Adair County,Kentucky,0.0
21003,Allen County,Kentucky,0.0
21005,Anderson County,Kentucky,0.0
21007,Ballard County,Kentucky,0.0
21009,Barren County,Kentucky,0.0
21011,Bath County,Kentucky,0.0
21013,Bell County,Kentucky,0.0
21015,Boone County,Kentucky,1.9378468368479465
21017,Bourbon County,Kentucky,0.0
21019,Boyd County,Kentucky,0.0
21021,Boyle County,Kentucky,0.0
21023,Bracken County,Kentucky,0.0
21025,Breathitt County,Kentucky,0.0
21027,Breckinridge County,Kentucky,0.0
21029,Bullitt County,Kentucky,0.0
21031,Butler County,Kentucky,0.000695652173913
21033,Caldwell County,Kentucky,0.0
21035,Calloway County,Kentucky,0.0
21037,Campbell County,Kentucky,0.0
21039,Carlisle County,Kentucky,0.0
21041,Carroll County,Kentucky,0.0
21043,Carter County,Kentucky,0.0
21045,Casey County,Kentucky,0.0
21047,Christian County,Kentucky,1.0
21049,Clark County,Kentucky,0.0
21051,Clay County,Kentucky,0.0
21053,Clinton County,Kentucky,0.0
21055,Crittenden County,Kentucky,0.0
21057,Cumberland County,Kentucky,0.0
21059,Daviess County,Kentucky,0.0
21061,Edmonson County,Kentucky,0.000695652173913
21063,Elliott County,Kentucky,0.0
21065,Estill County,Kentucky,0.0
21067,Fayette County,Kentucky,3.0
21069,Fleming County,Kentucky,0.0
21071,Floyd County,Kentucky,1.0
21073,Franklin County,Kentucky,0.0
21075,Fulton County,Kentucky,0.0
21077,Gallatin County,Kentucky,0.0
21079,Garrard County,Kentucky,0.0
21081,Grant County,Kentucky,0.0
21083,Graves County,Kentucky,0.0
21085,Grayson County,Kentucky,0.0
21087,Green County,Kentucky,0.0
21089,Greenup County,Kentucky,1.0
21091,Hancock County,Kentucky,0.0
21093,Hardin County,Kentucky,0.0
21095,Harlan County,Kentucky,0.0
21097,Harrison County,Kentucky,0.0
21099,Hart County,Kentucky,0.0
21101,Henderson County,Kentucky,0.0
21103,Henry County,Kentucky,0.0046620046620046
21105,Hickman County,Kentucky,0.0
21107,Hopkins County,Kentucky,0.0
21109,Jackson County,Kentucky,0.0
21111,Jefferson County,Kentucky,21.80392156862745
21113,Jessamine County,Kentucky,1.0
21115,Johnson County,Kentucky,0.0
21117,Kenton County,Kentucky,0.0621531631520532
21119,Knott County,Kentucky,0.0
21121,Knox County,Kentucky,0.0
21123,Larue County,Kentucky,0.0
21125,Laurel County,Kentucky,0.0
21127,Lawrence County,Kentucky,0.0
21129,Lee County,Kentucky,0.0
21131,Leslie County,Kentucky,0.0
21133,Letcher County,Kentucky,0.0
21135,Lewis County,Kentucky,0.0
21137,Lincoln County,Kentucky,0.0
21139,Livingston County,Kentucky,0.0
21141,Logan County,Kentucky,0.0
21143,Lyon County,Kentucky,0.0
21145,McCracken County,Kentucky,2.0
21147,McCreary County,Kentucky,0.0
21149,McLean County,Kentucky,0.0
21151,Madison County,Kentucky,0.0
21153,Magoffin County,Kentucky,0.0
21155,Marion County,Kentucky,0.0
21157,Marshall County,Kentucky,2.0
21159,Martin County,Kentucky,0.0
21161,Mason County,Kentucky,0.0
21163,Meade County,Kentucky,0.0
21165,Menifee County,Kentucky,0.0
21167,Mercer County,Kentucky,0.0
21169,Metcalfe County,Kentucky,0.0
21171,Monroe County,Kentucky,0.0
21173,Montgomery County,Kentucky,0.0
21175,Morgan County,Kentucky,0.0
21177,Muhlenberg County,Kentucky,0.0
21179,Nelson County,Kentucky,0.0
21181,Nicholas County,Kentucky,0.0
21183,Ohio County,Kentucky,0.0
21185,Oldham County,Kentucky,1.1914164267105445
21187,Owen County,Kentucky,0.0
21189,Owsley County,Kentucky,0.0
21191,Pendleton County,Kentucky,0.0
21193,Perry County,Kentucky,0.0
21195,Pike County,Kentucky,0.0
21197,Powell County,Kentucky,0.0
21199,Pulaski County,Kentucky,0.0
21201,Robertson County,Kentucky,0.0
21203,Rockcastle County,Kentucky,0.0
21205,Rowan County,Kentucky,0.0
21207,Russell County,Kentucky,0.0
21209,Scott County,Kentucky,0.0
21211,Shelby County,Kentucky,1.0
21213,Simpson County,Kentucky,0.0
21215,Spencer County,Kentucky,0.0
21217,Taylor County,Kentucky,0.0
21219,Todd County,Kentucky,0.0
21221,Trigg County,Kentucky,0.0
21223,Trimble County,Kentucky,0.0
21225,Union County,Kentucky,0.0
21227,Warren County,Kentucky,0.998608695652174
21229,Washington County,Kentucky,0.0
21231,Wayne County,Kentucky,0.0
21233,Webster County,Kentucky,0.0
21235,Whitley County,Kentucky,0.0
21237,Wolfe County,Kentucky,0.0
21239,Woodford County,Kentucky,0.0
22001,Acadia Parish,Louisiana,0.0
22003,Allen Parish,Louisiana,0.0
22005,Ascension Parish,Louisiana,0.0
22007,Assumption Parish,Louisiana,0.0
22009,Avoyelles Parish,Louisiana,0.0
22011,Beauregard Parish,Louisiana,0.0
22013,Bienville Parish,Louisiana,0.0
22015,Bossier Parish,Louisiana,0.0133264992311635
22017,Caddo Parish,Louisiana,0.9866735007688364
22019,Calcasieu Parish,Louisiana,0.0
22021,Caldwell Parish,Louisiana,0.0
22023,Cameron Parish,Louisiana,0.0
22025,Catahoula Parish,Louisiana,0.0
22027,Claiborne Parish,Louisiana,0.0
22029,Concordia Parish,Louisiana,0.0
22031,De Soto Parish,Louisiana,0.0
22033,East Baton Rouge Parish,Louisiana,4.0
22035,East Carroll Parish,Louisiana,0.0
22037,East Feliciana Parish,Louisiana,0.0
22039,Evangeline Parish,Louisiana,0.0
22041,Franklin Parish,Louisiana,0.0
22043,Grant Parish,Louisiana,0.0
22045,Iberia Parish,Louisiana,0.0
22047,Iberville Parish,Louisiana,0.0
22049,Jackson Parish,Louisiana,0.0
22051,Jefferson Parish,Louisiana,1.0
22053,Jefferson Davis Parish,Louisiana,0.0
22055,Lafayette Parish,Louisiana,0.0
22057,Lafourche Parish,Louisiana,0.0
22059,LaSalle Parish,Louisiana,0.0
22061,Lincoln Parish,Louisiana,0.0
22063,Livingston Parish,Louisiana,0.0
22065,Madison Parish,Louisiana,0.0
22067,Morehouse Parish,Louisiana,0.0
22069,Natchitoches Parish,Louisiana,0.0
22071,Orleans Parish,Louisiana,4.0
22073,Ouachita Parish,Louisiana,1.0
22075,Plaquemines Parish,Louisiana,0.0
22077,Pointe Coupee Parish,Louisiana,0.0
22079,Rapides Parish,Louisiana,1.0
22081,Red River Parish,Louisiana,0.0
22083,Richland Parish,Louisiana,10.0
22085,Sabine Parish,Louisiana,0.0
22087,St. Bernard Parish,Louisiana,0.0
22089,St. Charles Parish,Louisiana,0.0
22091,St. Helena Parish,Louisiana,0.0
22093,St. James Parish,Louisiana,0.0
22095,St. John the Baptist Parish,Louisiana,0.0
22097,St. Landry Parish,Louisiana,0.0
22099,St. Martin Parish,Louisiana,0.0
22101,St. Mary Parish,Louisiana,0.0
22103,St. Tammany Parish,Louisiana,1.0
22105,Tangipahoa Parish,Louisiana,0.0
22107,Tensas Parish,Louisiana,0.0
22109,Terrebonne Parish,Louisiana,0.0
22111,Union Parish,Louisiana,0.0
22113,Vermilion Parish,Louisiana,0.0
22115,Vernon Parish,Louisiana,0.0
22117,Washington Parish,Louisiana,0.0
22119,Webster Parish,Louisiana,0.0
22121,West Baton Rouge Parish,Louisiana,0.0
22123,West Carroll Parish,Louisiana,0.0
22125,West Feliciana Parish,Louisiana,1.0
22127,Winn Parish,Louisiana,0.0
23001,Androscoggin County,Maine,1.0
23003,Aroostook County,Maine,2.0
23005,Cumberland County,Maine,4.0
23007,Franklin County,Maine,0.0
23009,Hancock County,Maine,0.0
23011,Kennebec County,Maine,0.0
23013,Knox County,Maine,0.0
23015,Lincoln County,Maine,1.0
23017,Oxford County,Maine,0.0
23019,Penobscot County,Maine,2.0
23021,Piscataquis County,Maine,0.0
23023,Sagadahoc County,Maine,0.0
23025,Somerset County,Maine,0.0
23027,Waldo County,Maine,0.0
23029,Washington County,Maine,0.0
23031,York County,New Hampshire,0.0
24001,Allegany County,Maryland,0.0
24003,Anne Arundel County,Maryland,2.0
24005,Baltimore County,Maryland,2.9972390944229708
24009,Calvert County,Maryland,0.0
24011,Caroline County,Maryland,0.0
24013,Carroll County,Maryland,0.0
24015,Cecil County,Maryland,0.0
24017,Charles County,Maryland,0.0
24019,Dorchester County,Maryland,0.0
24021,Frederick County,Maryland,22.0
24023,Garrett County,Maryland,0.0
24025,Harford County,Maryland,0.0
24027,Howard County,Maryland,1.0
24029,Kent County,Maryland,0.0
24031,Montgomery County,District of Columbia,4.000952834683183
24033,Prince George's County,District of Columbia,3.9990471653168176
24035,Queen Anne's County,Maryland,0.0
24037,St. Mary's County,Maryland,0.0
24039,Somerset County,Maryland,0.0
24041,Talbot County,Maryland,0.0
24043,Washington County,Maryland,0.0
24045,Wicomico County,Maryland,0.0
24047,Worcester County,Maryland,0.0
24510,Baltimore city,Maryland,8.002760905577029
25001,Barnstable County,Massachusetts,0.0
25003,Berkshire County,Massachusetts,0.0
25005,Bristol County,Massachusetts,2.0
25007,Dukes County,Massachusetts,0.0
25009,Essex County,Massachusetts,1.9959893048128343
25011,Franklin County,Massachusetts,0.0
25013,Hampden County,Massachusetts,3.0
25015,Hampshire County,Massachusetts,0.0
25017,Middlesex County,Massachusetts,27.002625268924916
25019,Nantucket County,Massachusetts,0.0
25021,Norfolk County,Massachusetts,3.0
25023,Plymouth County,Massachusetts,1.0
25025,Suffolk County,Massachusetts,3.0023460410557186
25027,Worcester County,Massachusetts,3.9990393852065322
26001,Alcona County,Michigan,0.0
26003,Alger County,Michigan,0.0
26005,Allegan County,Michigan,0.9474205898165888
26007,Alpena County,Michigan,1.0
26009,Antrim County,Michigan,0.0
26011,Arenac County,Michigan,0.0
26013,Baraga County,Michigan,0.0
26015,Barry County,Michigan,0.1110124273942995
26017,Bay County,Michigan,0.0
26019,Benzie County,Michigan,0.0
26021,Berrien County,Michigan,0.0
26023,Branch County,Michigan,0.0
26025,Calhoun County,Michigan,0.9821693907875184
26027,Cass County,Michigan,1.9201773835920175
26029,Charlevoix County,Michigan,0.0
26031,Cheboygan County,Michigan,0.0
26033,Chippewa County,Michigan,0.0
26035,Clare County,Michigan,0.0
26037,Clinton County,Michigan,0.6557356711603671
26039,Crawford County,Michigan,0.0
26041,Delta County,Michigan,0.0
26043,Dickinson County,Michigan,0.0
26045,Eaton County,Michigan,1.5794066658845916
26047,Emmet County,Michigan,0.0
26049,Genesee County,Michigan,1.0
26051,Gladwin County,Michigan,0.0
26053,Gogebic County,Michigan,0.0
26055,Grand Traverse County,Michigan,0.0
26057,Gratiot County,Michigan,0.0
26059,Hillsdale County,Michigan,0.0
26061,Houghton County,Michigan,0.0
26063,Huron County,Michigan,0.0
26065,Ingham County,Michigan,3.7648576629550408
26067,Ionia County,Michigan,0.0252293577981651
26069,Iosco County,Michigan,0.0
26071,Iron County,Michigan,0.0
26073,Isabella County,Michigan,0.9968602825745684
26075,Jackson County,Michigan,0.0
26077,Kalamazoo County,Michigan,2.9976133651551313
26079,Kalkaska County,Michigan,0.0
26081,Kent County,Michigan,10.928777398623913
26083,Keweenaw County,Michigan,0.0
26085,Lake County,Michigan,0.0
26087,Lapeer County,Michigan,0.0
26089,Leelanau County,Michigan,0.0
26091,Lenawee County,Michigan,0.957983193277311
26093,Livingston County,Michigan,1.0
26095,Luce County,Michigan,0.0
26097,Mackinac County,Michigan,0.0
26099,Macomb County,Michigan,1.0
26101,Manistee County,Michigan,0.0
26103,Marquette County,Michigan,0.0
26105,Mason County,Michigan,0.0
26107,Mecosta County,Michigan,0.0
26109,Menominee County,Michigan,0.0
26111,Midland County,Michigan,0.0031397174254317
26113,Missaukee County,Michigan,0.0
26115,Monroe County,Michigan,2.357142857142857
26117,Montcalm County,Michigan,0.0
26119,Montmorency County,Michigan,0.0
26121,Muskegon County,Michigan,0.0
26123,Newaygo County,Michigan,0.0
26125,Oakland County,Michigan,27.0
26127,Oceana County,Michigan,0.0
26129,Ogemaw County,Michigan,0.0
26131,Ontonagon County,Michigan,0.0
26133,Osceola County,Michigan,0.0
26135,Oscoda County,Michigan,0.0
26137,Otsego County,Michigan,0.0
26139,Ottawa County,Michigan,0.0053908355795148
26141,Presque Isle County,Michigan,0.0
26143,Roscommon County,Michigan,0.0
26145,Saginaw County,Michigan,0.0
26147,St. Clair County,Michigan,0.0
26149,St. Joseph County,Michigan,0.0
26151,Sanilac County,Michigan,0.0
26153,Schoolcraft County,Michigan,0.0
26155,Shiawassee County,Michigan,0.0
26157,Tuscola County,Michigan,0.0
26159,Van Buren County,Michigan,0.0822092512528509
26161,Washtenaw County,Michigan,4.893642216803214
26163,Wayne County,Michigan,9.791231732776618
26165,Wexford County,Michigan,0.0
27001,Aitkin County,Minnesota,0.0
27003,Anoka County,Minnesota,0.0006997900629811
27005,Becker County,Minnesota,0.0
27007,Beltrami County,Minnesota,0.9769874476987448
27009,Benton County,Minnesota,0.0
27011,Big Stone County,Minnesota,0.0
27013,Blue Earth County,Minnesota,0.9982344632768362
27015,Brown County,Minnesota,0.0
27017,Carlton County,Minnesota,0.0
27019,Carver County,Minnesota,3.0
27021,Cass County,Minnesota,0.0
27023,Chippewa County,Minnesota,0.0
27025,Chisago County,Minnesota,0.0491388044579533
27027,Clay County,Minnesota,0.0
27029,Clearwater County,Minnesota,0.0
27031,Cook County,Minnesota,0.0
27033,Cottonwood County,Minnesota,0.0
27035,Crow Wing County,Minnesota,0.0
27037,Dakota County,Minnesota,19.952380952380953
27039,Dodge County,Minnesota,0.0283018867924528
27041,Douglas County,Minnesota,1.0
27043,Faribault County,Minnesota,0.9935275080906149
27045,Fillmore County,Minnesota,0.0
27047,Freeborn County,Minnesota,0.0
27049,Goodhue County,Minnesota,0.8495058400718778
27051,Grant County,Minnesota,0.0
27053,Hennepin County,Minnesota,28.0
27055,Houston County,Minnesota,0.0
27057,Hubbard County,Minnesota,0.0230125523012552
27059,Isanti County,Minnesota,1.760385005065856
27061,Itasca County,Minnesota,0.0
27063,Jackson County,Minnesota,0.0
27065,Kanabec County,Minnesota,0.1666666666666666
27067,Kandiyohi County,Minnesota,0.0
27069,Kittson County,Minnesota,0.0
27071,Koochiching County,Minnesota,0.0
27073,Lac qui Parle County,Minnesota,0.0
27075,Lake County,Minnesota,0.0
27077,Lake of the Woods County,Minnesota,0.0
27079,Le Sueur County,Minnesota,0.0
27081,Lincoln County,Minnesota,0.0
27083,Lyon County,Minnesota,0.0
27085,McLeod County,Minnesota,0.0
27087,Mahnomen County,Minnesota,0.0
27089,Marshall County,Minnesota,0.0
27091,Martin County,Minnesota,0.0064724919093851
27093,Meeker County,Minnesota,0.0
27095,Mille Lacs County,Minnesota,0.0
27097,Morrison County,Minnesota,0.0
27099,Mower County,Minnesota,0.0
27101,Murray County,Minnesota,0.0
27103,Nicollet County,Minnesota,0.0017655367231638
27105,Nobles County,Minnesota,0.0
27107,Norman County,Minnesota,0.0
27109,Olmsted County,Minnesota,0.1698113207547169
27111,Otter Tail County,Minnesota,0.0
27113,Pennington County,Minnesota,0.0
27115,Pine County,Minnesota,0.0238095238095238
27117,Pipestone County,Minnesota,0.0
27119,Polk County,Minnesota,0.0
27121,Pope County,Minnesota,0.0
27123,Ramsey County,Minnesota,3.0010135166189147
27125,Red Lake County,Minnesota,0.0
27127,Redwood County,Minnesota,0.0
27129,Renville County,Minnesota,0.0
27131,Rice County,Minnesota,7.0
27133,Rock County,Minnesota,0.0
27135,Roseau County,Minnesota,0.0
27137,St. Louis County,Minnesota,3.0
27139,Scott County,Minnesota,0.0
27141,Sherburne County,Minnesota,1.0
27143,Sibley County,Minnesota,0.0
27145,Stearns County,Minnesota,1.0
27147,Steele County,Minnesota,0.0
27149,Stevens County,Minnesota,0.0
27151,Swift County,Minnesota,0.0
27153,Todd County,Minnesota,0.0
27155,Traverse County,Minnesota,0.0
27157,Wabasha County,Minnesota,0.0
27159,Wadena County,Minnesota,0.0
27161,Waseca County,Minnesota,0.0
27163,Washington County,Minnesota,0.998286693318104
27165,Watonwan County,Minnesota,0.0
27167,Wilkin County,Minnesota,0.0
27169,Winona County,Minnesota,0.0
27171,Wright County,Minnesota,6.0
27173,Yellow Medicine County,Minnesota,0.0
28001,Adams County,Mississippi,0.0
28003,Alcorn County,Mississippi,0.0
28005,Amite County,Mississippi,0.0
28007,Attala County,Mississippi,0.0
28009,Benton County,Mississippi,0.0
28011,Bolivar County,Mississippi,0.0
28013,Calhoun County,Mississippi,0.0
28015,Carroll County,Mississippi,0.0
28017,Chickasaw County,Mississippi,0.0
28019,Choctaw County,Mississippi,0.0
28021,Claiborne County,Mississippi,0.0
28023,Clarke County,Mississippi,0.0140321914981426
28025,Clay County,Mississippi,0.0012026458208057
28027,Coahoma County,Mississippi,0.0
28029,Copiah County,Mississippi,0.0
28031,Covington County,Mississippi,0.0
28033,DeSoto County,Mississippi,1.0
28035,Forrest County,Mississippi,0.2714952573530268
28037,Franklin County,Mississippi,0.0
28039,George County,Mississippi,0.0
28041,Greene County,Mississippi,0.0
28043,Grenada County,Mississippi,0.0
28045,Hancock County,Mississippi,0.0
28047,Harrison County,Mississippi,0.0
28049,Hinds County,Mississippi,3.0
28051,Holmes County,Mississippi,0.0
28053,Humphreys County,Mississippi,0.0
28055,Issaquena County,Mississippi,0.0
28057,Itawamba County,Mississippi,0.0
28059,Jackson County,Mississippi,0.0
28061,Jasper County,Mississippi,0.0
28063,Jefferson County,Mississippi,0.0
28065,Jefferson Davis County,Mississippi,0.0
28067,Jones County,Mississippi,0.0
28069,Kemper County,Mississippi,0.0
28071,Lafayette County,Mississippi,0.0
28073,Lamar County,Mississippi,0.7836463223787168
28075,Lauderdale County,Mississippi,1.9859678085018573
28077,Lawrence County,Mississippi,0.0
28079,Leake County,Mississippi,0.0
28081,Lee County,Mississippi,0.0
28083,Leflore County,Mississippi,0.0
28085,Lincoln County,Mississippi,0.0
28087,Lowndes County,Mississippi,0.0024052916416115
28089,Madison County,Mississippi,1.0
28091,Marion County,Mississippi,0.0
28093,Marshall County,Mississippi,0.0
28095,Monroe County,Mississippi,0.0
28097,Montgomery County,Mississippi,0.0
28099,Neshoba County,Mississippi,0.0
28101,Newton County,Mississippi,0.0
28103,Noxubee County,Mississippi,0.0
28105,Oktibbeha County,Mississippi,0.9963920625375828
28107,Panola County,Mississippi,0.0
28109,Pearl River County,Mississippi,0.0
28111,Perry County,Mississippi,0.007451564828614
28113,Pike County,Mississippi,0.0
28115,Pontotoc County,Mississippi,0.0
28117,Prentiss County,Mississippi,0.0
